DevId,Seqno,LogLine,RecvTime,TravelDelay,ProcDelay
1373892698,106161,6089,1774937696953,2273,109
1373892698,106166,6188,1774937700079,399,166
1373892698,106171,6485,1774937705152,472,117
1373892698,106176,6584,1774937709873,193,164
1373892698,106181,6881,1774937714984,304,108
1373892698,106186,6980,1774937719704,24,147
1373892698,106191,7178,1774937724813,133,121
1373892698,106196,7277,1774937730034,354,152
1373892698,106200,7376,1774937734765,84,107
1373892698,106205,7475,1774937739865,185,169
1373892698,106210,7574,1774937745089,408,113
1373892698,106215,7673,1774937749809,128,149
1373892698,106220,7772,1774937754917,237,124
1373892698,106225,7871,1774937760149,469,137
1373892698,106230,7970,1774937764866,186,115
1373892698,106235,8168,1774937769982,301,149
1373892698,106240,8465,1774937775198,518,110
1373892698,106245,8655,1774937779917,237,206
1373892698,106250,8861,1774937785029,348,108
1373892698,106255,8960,1774937789749,69,170
1373892698,106260,9158,1774937794855,175,111
1373892698,106265,9455,1774937800076,396,150
1373892698,106270,9554,1774937804798,118,104
1373892698,106275,9752,1774937809907,226,156
1373892698,106280,9976,1774937814895,215,133
1373892698,106285,10239,1774937820052,372,209
1373892698,106300,10833,1774937835099,418,161
1373892698,106305,10966,1774937839821,140,182
1373892698,106310,11164,1774937844930,249,128
1373892698,106320,11560,1774937854878,198,176
1373892698,106325,11823,1774937859983,302,216
1373892698,106330,12029,1774937865205,525,107
1373892698,106335,12128,1774937869935,255,171
1373892698,106340,12425,1774937875037,357,113
1373892698,106345,12524,1774937879759,78,179
1373892698,106350,12821,1774937884866,186,134
1373892698,106355,13019,1774937890091,410,153
1373892698,106360,13118,1774937894814,134,111
1373892698,106365,13316,1774937899919,239,153
1373892698,106370,13415,1774937904903,222,118
1373892698,106375,13514,1774937910062,382,154
1373892698,106380,13613,1774937914788,108,110
1373892698,106385,13712,1774937919894,214,173
1373892698,106390,13811,1774937925114,434,114
1373892698,106395,13910,1774937929838,158,153
1373892698,106400,14009,1774937934943,262,138
1373892698,106405,14306,1774937940173,493,171
1373892698,106410,14405,1774937944915,235,116
1373892698,106415,14739,1774937949997,316,147
1373892698,106420,14838,1774937954717,36,107
1373892698,106425,15036,1774937959824,143,156
1373892698,106430,15333,1774937965048,367,107
1373892698,106435,15432,1774937969773,92,149
1373892698,106440,15630,1774937974883,202,113
1373892698,106445,15854,1774937980099,418,159
1373892698,106450,16052,1774937984820,139,140
1373892698,106455,16315,1774937989928,247,173
1373892698,106460,16422,1774937994914,233,106
1373892698,106465,16719,1774938000097,416,169
1373892698,106470,16818,1774938004791,110,113
1373892698,106475,17016,1774938009928,247,148
1373892698,106480,17313,1774938015144,463,110
1373892698,106485,17412,1774938019841,160,163
1373892698,106490,17709,1774938024956,275,123
1373892698,106495,17907,1774938030209,528,122
1373892698,106500,18006,1774938034942,261,115
1373892698,106505,18230,1774938040034,353,178
1373892698,106510,18402,1774938044741,60,106
1373892698,106515,18626,1774938049840,159,175
1373892698,106520,18824,1774938055058,377,113
1373892698,106525,19029,1774938059778,98,168
1373892698,106530,19285,1774938064900,219,128
1373892698,106535,19483,1774938070119,439,154
1373892698,106545,19879,1774938079941,260,220
1373892698,106550,20077,1774938085175,494,108
1373892698,106555,20212,1774938089884,203,187
1373892698,106590,20976,1774938124769,88,112
1373892698,106595,21273,1774938129996,316,149
1373892698,106600,21372,1774938134724,44,107
1373892698,106605,21570,1774938139843,162,158
1373892698,106610,21867,1774938145057,377,106
1373892698,106615,21966,1774938149777,96,149
1373892698,106620,22164,1774938154896,215,108
1373892698,106625,22388,1774938160102,421,155
1373892698,106630,22586,1774938164828,147,112
1373892698,106635,22849,1774938169948,267,158
1373892698,106640,23047,1774938175182,502,152
1373892698,106645,23180,1774938179885,204,271
1373892698,106650,23443,1774938185032,351,126
1373892698,106655,23550,1774938189713,32,155
1373892698,106660,23748,1774938194816,135,106
1373892698,106665,23997,1774938200057,376,174
1373892698,106670,24144,1774938204768,87,120
1373892698,106675,24243,1774938209880,199,165
1373892698,106680,24342,1774938215104,423,123
1373892698,106685,24441,1774938219821,140,151
1373892698,106690,24540,1774938224945,264,110
1373892698,106695,24639,1774938230153,472,132
1373892698,106700,24738,1774938234874,193,106
1373892698,106705,25035,1774938239985,305,192
1373892698,106710,25134,1774938244706,26,106
1373892698,106715,25332,1774938249806,126,147
1373892698,106720,25629,1774938255033,353,112
1373892698,106725,25728,1774938259764,84,145
1373892698,106730,25952,1774938264859,179,127
1373892698,106735,26124,1774938269829,149,165
1373892698,106740,26421,1774938275007,327,161
1373892698,106745,26520,1774938279721,41,153
1373892698,106750,26718,1774938284826,146,117
1373892698,106755,27015,1774938290062,382,231
1373892698,106760,27114,1774938294793,113,107
1373892698,106765,27312,1774938299941,261,155
1373892698,106770,27609,1774938305115,435,114
1373892698,106775,27708,1774938309843,163,164
1373892698,106780,27932,1774938314983,303,114
1373892698,106785,28130,1774938320164,484,126
1373892698,106790,28328,1774938324888,207,144
1373892698,106795,28599,1774938330011,330,160
1373892698,106800,28698,1774938334715,35,112
1373892698,106805,28896,1774938339838,157,150
1373892698,106810,29193,1774938345042,361,118
1373892698,106815,29292,1774938349785,104,171
1373892698,106820,29490,1774938354909,228,112
1373892698,106825,29787,1774938360130,449,153
1373892698,106830,29886,1774938364890,209,124
1373892698,106835,30084,1774938369953,272,159
1373892698,106840,30381,1774938375181,500,112
1373892698,106845,30480,1774938379890,209,159
1373892698,106850,30777,1774938385002,322,107
1373892698,106855,30876,1774938389767,87,154
1373892698,106860,31074,1774938394852,172,112
1373892698,106865,31363,1774938400175,495,152
1373892698,106870,31504,1774938404797,117,111
1373892698,106875,31694,1774938409885,205,179
1373892698,106880,31965,1774938415140,460,120
1373892698,106885,32090,1774938419894,213,155
1373892698,106890,32262,1774938424948,268,122
1373892698,106895,32559,1774938430167,487,151
1373892698,106900,32658,1774938434873,193,111
1373892698,106905,32757,1774938439978,298,149
1373892698,106910,32856,1774938445193,513,117
1373892698,106915,32955,1774938449739,59,167
1373892698,106920,33054,1774938454743,63,113
1373892698,106925,33153,1774938459964,284,150
1373892698,106930,33252,1774938465170,490,117
1373892698,106935,33351,1774938469963,283,149
1373892698,106940,33450,1774938475010,330,106
1373892698,106945,33549,1774938479730,50,210
1373892698,106950,33747,1774938484869,189,121
1373892698,106955,34044,1774938490077,396,154
1373892698,106960,34143,1774938494799,118,116
1373892698,106965,34341,1774938499887,206,144
1373892698,106970,34440,1774938505113,432,110
1373892698,106975,34539,1774938509826,145,152
1373892698,106980,34638,1774938514958,277,112
1373892698,106985,34737,1774938519957,276,151
1373892698,106990,34836,1774938525038,357,115
1373892698,106995,34935,1774938530121,441,136
1373892698,107000,35034,1774938535161,481,109
1373892698,107005,35133,1774938540140,460,139
1373892698,107010,35430,1774938545164,484,120
1373892698,107015,35529,1774938549769,87,148
1373892698,107020,35727,1774938554880,200,109
1373892698,107025,36024,1774938560092,412,171
1373892698,107030,36149,1774938564962,282,110
1373892698,107035,36347,1774938569731,51,149
1373892698,107040,36545,1774938574842,162,123
1373892698,107045,36816,1774938580192,512,136
1373892698,107050,36941,1774938584818,138,111
1373892698,107055,37139,1774938589892,212,177
1373892698,107060,37337,1774938595114,434,118
1373892698,107065,38202,1774938630996,31316,114
1373892698,107100,38400,1774938635082,402,113
1373892698,107105,38598,1774938640081,401,158
1373892698,107110,38697,1774938645098,418,111
1373892698,107115,38994,1774938650113,433,154
1373892698,107120,39192,1774938655126,446,124
1373892698,107125,39390,1774938660146,466,161
1373892698,107130,39515,1774938665170,489,142
1373892698,107135,39786,1774938670208,527,142
1373892698,107140,39885,1774938674715,34,106
1373892698,107145,40083,1774938679802,122,170
1373892698,107150,40182,1774938684939,259,113
1373892698,107155,40281,1774938689946,266,161
1373892698,107160,40380,1774938694959,279,137
1373892698,107165,40479,1774938699983,303,160
1373892698,107170,40578,1774938705006,326,108
1373892698,107175,40677,1774938710013,333,165
1373892698,107180,40776,1774938715041,361,122
1373892698,107185,41000,1774938720047,367,176
1373892698,107190,41271,1774938725167,487,109
1373892698,107195,41469,1774938730192,512,113
1373892698,107200,41568,1774938734699,19,118
1373892698,107205,41766,1774938739712,32,146
1373892698,107210,41964,1774938744745,65,115
1373892698,107215,42188,1774938749744,64,190
1373892698,107220,42386,1774938754819,139,112
1373892698,107225,42558,1774938759886,206,157
1373892698,107229,42855,1774938764907,226,121
1373892698,107234,43053,1774938770077,396,197
1373892698,107239,43178,1774938775148,467,114
1373892698,107244,43449,1774938780172,491,267
1373892698,107249,43647,1774938785212,531,110
